CAN,GDR,6162,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,POL,6599,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,AUH,6577,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,AUS,6577,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,HUN,6812,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,CZE,6342,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,CZR,6342,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,SLO,6628,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,ITA,6793,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,SNM,6602,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,MLT,7284,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,ALB,7265,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,SER,7097,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,MNG,7134,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,MAC,7306,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,CRO,6747,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,YUG,7097,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,BOS,7040,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,SLV,6592,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,GRC,7738,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,CYP,8585,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,BUL,7417,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,MLD,7380,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,RUM,7446,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,RUS,7215,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,EST,6331,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,LAT,6494,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,LIT,6697,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,UKR,7245,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,BLR,6877,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,ARM,8805,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,GRG,8818,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,AZE,9074,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,FIN,6278,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,SWD,6009,'2017-05-14 12:00:00','2017-05-14 12:00:00'
